accession	domain	phylum	class	order	family	genus	species	cutacc	assembly_status	refseq_category	taxonomy_check_status	match_status	completeness	completeness_percentile	contamination	geo_loc_name	lat_lon	host	isolation_source	sample_type
GB_GCA_018122655.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp018122655	GCA_018122655.1	current	NA	OK	below_threshold_mismatch	99.52	100	0.61	Pacific Ocean: the Okinawa Trough	NA	NA	surface seawater	ncbi
RS_GCF_900199185.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas guangdongensis	GCF_900199185.1	current	reference genome	OK	below_threshold_mismatch	98.88	100	1.33	missing	missing	not applicable	missing	reference
GB_GCA_016937575.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas aeriglobus	GCA_016937575.1	current	NA	Inconclusive	below_threshold_mismatch	63.25	100	18.45	South Korea: Seoul	NA	NA	air conditioning system	ncbi
RS_GCF_001421785.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421785	GCF_001421785.1	current	NA	OK	genus_match	99.48	100	0.6	Switzerland:Zurich	47.4816806 N 8.21754722 E	Arabidopsis thaliana	NA	ncbi
RS_GCF_008801695.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea stewartii	GCF_008801695.1	current	NA	OK	species_match	98.74	25	1.16	USA	NA	Zea mays var. rugosa	missing	ncbi
RS_GCF_000710035.2	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea ananatis	GCF_000710035.2	current	NA	OK	species_match	98	22.222221	1.72	Philippines	NA	pineapple	pineapple	ncbi
RS_GCF_002307475.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea allii	GCF_002307475.1	current	NA	OK	species_match	99.58	89.47369	5.73	South Africa	NA	Onion	NA	ncbi
GB_GCA_002434205.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp002434205	GCA_002434205.1	current	NA	OK	below_threshold_mismatch	98.37	100	1.52	USA:New York City	NA	NA	metal	ncbi
RS_GCF_002095315.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea conspicua	GCF_002095315.1	current	reference genome	OK	below_threshold_mismatch	88.99	100	1.09	France	NA	Homo sapiens	missing	reference
GB_GCA_002095305.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea brenneri	GCA_002095305.1	current	NA	OK	below_threshold_mismatch	88.95	3.3333333	1.34	USA	NA	Homo sapiens	NA	ncbi
GB_GCA_009830035.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp009830035	GCA_009830035.1	current	NA	OK	genus_match	66.82	100	0.51	USA: Tift County GA	NA	Euschistus servus	NA	ncbi
RS_GCF_008632075.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp008632075	GCF_008632075.1	current	reference genome	OK	below_threshold_mismatch	99.12	100	0.63	Pakistan: Bahwalpur, Punjab	NA	Gossypium hirsutum	leaves	reference
RS_GCF_004792415.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea vagans	GCF_004792415.1	current	reference genome	OK	below_threshold_mismatch	99.16	45.714287	0.51	Uganda	NA	eucalyptus	NA	reference
RS_GCF_009905795.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp003512445	GCF_009905795.1	suppressed	NA	Failed	mismatch	95.22	14.285714	0.69	Poland	NA	Stevia rebaudiana Bertoni	seeds	suppressed
RS_GCF_001598475.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea agglomerans	GCF_001598475.1	current	NA	OK	species_match	98.33	37.72242	0.28	missing	missing	NA	NA	ncbi
RS_GCF_009646115.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea eucalypti	GCF_009646115.1	current	reference genome	OK	species_match	99.87	60	0.66	Uruguay	NA	eucalypti of Eucalyptus	Strains belonging to this species have been isolated from eucalyptus leaves showing symptoms of bacterial blight and die-back in Uruguay	reference
RS_GCF_013415305.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp002419935	GCF_013415305.1	current	NA	OK	genus_match	98.68	100	0.51	United Kingdom	NA	Mus musculus	Oral	ncbi
RS_GCF_900115075.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp900115075	GCF_900115075.1	current	reference genome	OK	below_threshold_mismatch	99.32	100	0.91	missing	missing	not applicable	missing	reference
RS_GCF_006494375.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea anthophila	GCF_006494375.1	current	NA	OK	below_threshold_mismatch	99.46	37.5	0.78	India	NA	Impatiens balsamina	missing	ncbi
RS_GCF_003236715.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp003236715	GCF_003236715.1	current	NA	OK	genus_match	99.41	100	0.65	Benin:Cotonou	NA	Oryza sativa	seed	ncbi
RS_GCF_006494415.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea deleyi	GCF_006494415.1	current	NA	OK	species_match	99.45	75	0.51	Uganda	NA	Eucalyptus	missing	ncbi
GB_GCA_018842655.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp018842655	GCA_018842655.1	current	NA	OK	below_threshold_mismatch	66.74	100	0.75	Israel: Haifa	NA	NA	asphalt	ncbi
RS_GCF_018842675.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp018842675	GCF_018842675.1	current	reference genome	Inconclusive	below_threshold_mismatch	77.83	100	1.01	Israel: Jerusalem	NA	NA	asphalt	reference
RS_GCF_014946725.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea mediterraneensis_A	GCF_014946725.1	current	NA	Inconclusive	below_threshold_mismatch	100	100	NA	France:Marseille	NA	Homo sapiens	skin swab	ncbi
RS_GCF_003813865.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp003813865	GCF_003813865.1	current	reference genome	OK	below_threshold_mismatch	97.65	100	4.37	Nigeria	NA	Distemonanthus benthamianus	NA	reference
RS_GCF_003612015.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea piersonii	GCF_003612015.1	current	reference genome	OK	below_threshold_mismatch	97.84	100	1.76	not applicable	NA	NA	International Space Station internal surface	reference
RS_GCF_002077695.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea latae	GCF_002077695.1	current	reference genome	OK	below_threshold_mismatch	97.37	100	3.95	USA: Central Florida	NA	Zamia integrifolia	missing	reference
GB_GCA_001485295.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp001485295	GCA_001485295.1	current	NA	Inconclusive	below_threshold_mismatch	97.51	100	NA	Japan: Ishigaki island	NA	Plautia stali	NA	ncbi
RS_GCF_002095575.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea septica	GCF_002095575.1	current	NA	OK	below_threshold_mismatch	93.13	50	3.03	USA: New Jersey	NA	Homo sapiens	NA	ncbi
RS_GCF_002920175.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp002920175	GCF_002920175.1	suppressed	NA	Inconclusive	below_threshold_mismatch	NA	NA	NA	USA	38.984652 N 77.094709 W	NA	NA	suppressed
GB_GCA_013753875.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea persica	GCA_013753875.1	current	NA	Inconclusive	below_threshold_mismatch	53.3	100	0.18	Iran: Rafsanjan, Kerman province	NA	Acrosternum arabicum	Pistachio crop	ncbi
RS_GCF_000295955.2	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp000295955	GCF_000295955.2	current	NA	OK	genus_match	93.32	100	4.04	Malaysia: Ulu Geroh, Perak	NA	Rafflesia cantleyi	decaying flower bud	ncbi
RS_GCF_002095535.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea cypripedii	GCF_002095535.1	current	reference genome	OK	below_threshold_mismatch	98.65	42.857143	3.48	USA	NA	NA	Orchid	reference
RS_GCF_011395035.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea cypripedii_A	GCF_011395035.1	current	NA	Inconclusive	below_threshold_match	99.66	100	2.99	Brazil: Florianopolis	NA	NA	Sesbania spp. root nodule	ncbi
RS_GCF_000175935.2	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp000175935	GCF_000175935.2	current	NA	OK	genus_match	99.63	100	0.28	Missing	Missing	NA	NA	ncbi
RS_GCF_000468095.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp000468095	GCF_000468095.1	current	NA	OK	genus_match	92.79	100	1.57	NA	NA	NA	NA	ncbi
RS_GCF_007833795.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea dispersa_B	GCF_007833795.1	current	reference genome	OK	below_threshold_mismatch	97.64	100	1.75	Singapore:Jurong Island	NA	NA	soil	reference
RS_GCF_002095485.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea wallisii	GCF_002095485.1	current	reference genome	OK	below_threshold_mismatch	86.85	100	1.19	South Africa	NA	Eucalyptus	NA	reference
GB_GCA_900215435.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp900215435	GCA_900215435.1	current	NA	OK	below_threshold_mismatch	98.68	100	3.05	USA: Florida, Wekiwa Springs State Park	28.7109 N 81.4862 W	not applicable	missing	ncbi
RS_GCF_001187905.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp001187905	GCF_001187905.1	current	NA	OK	genus_match	98.92	100	0.86	USA: Rochester, New York	NA	Toxicodendron radicans	internal stem tissue	ncbi
RS_GCF_900068845.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea ludwigii_A	GCF_900068845.1	suppressed	NA	Failed	below_threshold_mismatch	NA	NA	NA	NA	NA	NA	NA	suppressed
RS_GCF_002858935.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea endophytica	GCF_002858935.1	current	reference genome	Inconclusive	mismatch	99.22	83.333336	0.75	China: Beijing	NA	maize	root of maize	reference
RS_GCF_900068835.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea ludwigii_B	GCF_900068835.1	suppressed	NA	Failed	mismatch	NA	NA	NA	NA	NA	NA	NA	suppressed
RS_GCF_016625195.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp016625195	GCF_016625195.1	current	NA	Inconclusive	below_threshold_mismatch	96.2	100	8.46	USA:Hawaii	NA	Hypothenemus hampei	Heads	ncbi
RS_GCF_000759475.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea rwandensis_B	GCF_000759475.1	current	NA	Inconclusive	below_threshold_mismatch	93.39	50	1.09	Malaysia	NA	NA	Waterfall	ncbi
RS_GCF_000773965.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea cancerogena_A	GCF_000773965.1	current	NA	Failed	mismatch	90.68	9.090909	3.6	Malaysia	NA	NA	waterfall	ncbi
flye_asm_1Dt2d_part2	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__	1Dt2d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bangor
RS_GCF_002095465.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea rodasii	GCF_002095465.1	current	NA	OK	species_match	84.59	25	1.57	Colombia	NA	Eucalyptus	NA	ncbi
RS_GCF_002095475.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea rwandensis	GCF_002095475.1	current	reference genome	OK	below_threshold_mismatch	94.52	100	6.06	Rwanda	NA	Eucalyptus	NA	reference
RS_GCF_011752625.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp011752625	GCF_011752625.1	current	reference genome	OK	below_threshold_mismatch	98.92	100	5.52	Brazil: Sao Paulo State	NA	NA	Acromyrmex fungus garden	reference
RS_GCF_001506165.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea vagans_C	GCF_001506165.1	current	NA	Inconclusive	below_threshold_mismatch	93.84	11.428572	0.79	Malaysia	NA	NA	waterfall	ncbi
RS_GCF_001691555.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea eucrina_A	GCF_001691555.1	current	NA	Inconclusive	mismatch	94.8	94.44444	0.94	USA: Oklahoma, Stillwater	36.12 N 97.06 W	NA	trashcan	ncbi
RS_GCF_002095385.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea eucrina	GCF_002095385.1	current	NA	OK	below_threshold_mismatch	91.64	22.222221	1.24	USA	NA	Homo sapiens	NA	ncbi
RS_GCF_014155765.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea dispersa	GCF_014155765.1	current	NA	OK	species_match	98.35	16.393442	0.97	not collected	NA	corn	NA	ncbi
GB_GCA_002359495.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea sp002359495	GCA_002359495.1	current	NA	Failed	mismatch	NA	NA	NA	USA:New York City	NA	NA	metal/plastic	ncbi
RS_GCF_900604315.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea mediterraneensis	GCF_900604315.1	current	reference genome	OK	below_threshold_mismatch	93.6	100	3.9	NA	NA	NA	skin	reference
